ISO,Country,Subject Descriptor,Units,Scale,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Estimates Start After
DZA,Algeria,"Gross domestic product per capita, current prices",National currency,Units,8705.67,9950.12,10451.07,11391.11,12462.81,13135.14,13008.77,13363.25,14427.39,17086.76,22156.5,33620.56,40908.04,44237.53,54095.14,71453.67,89967.09,95720.43,95926.08,108399.72,135170.13,136560.7,143974.02,164726.36,189986.41,230162.84,255308.69,276643.63,322261.66,286768.88,339734.07,402760.78,441579.3,471371.53,493882.07,519304.16,545416.94,577801.64,602042.69,2011
DZA,Algeria,"Gross domestic product per capita, current prices",U.S. dollars,Units,2268.61,2305.51,2254.33,2316.68,2432.72,2753.7,2698.92,2705.11,2143.74,2127.87,2473.51,1819.98,1873.42,1894.95,1542.97,1499.14,1643.27,1658.73,1633.09,1630.07,1794.7,1768.58,1806.86,2128.39,2636.31,3141.03,3514.39,3992.41,4989.9,3942.88,4567.18,5528.35,5693.98,5683.16,5644.14,5614.63,5670.15,5736.08,5975.68,2011
DZA,Algeria,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,Algeria,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,45.941,51.754,58.425,64.016,70.14,76.31,77.84,79.539,80.708,87.776,92.305,94.429,98.215,98.274,99.442,105.42,111.51,114.726,121.937,127.69,135.411,142.625,153.051,167.521,181.932,199.364,209.305,222.701,232.193,238.199,250.071,261.455,272.866,286.583,302.293,319.508,338.419,358.932,380.737,2011
DZA,Algeria,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,2461.23,2689.08,2941.27,3120.27,3312.38,3437.37,3414.05,3399.1,3348.89,3553.69,3688.94,3682.45,3738.53,3654.14,3616.6,3756.94,3903.58,3949.96,4132.47,4261.32,4438.85,4607.66,4872.07,5253.92,5621.1,6068.01,6275.83,6577.5,6755.1,6826.15,7059.57,7271.85,7477.07,7736.9,8040.42,8372.72,8737.23,9129.88,9541.37,2011
DZA,Algeria,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.407,0.41,0.434,0.446,0.449,0.456,0.441,0.422,0.396,0.4,0.393,0.38,0.352,0.338,0.324,0.325,0.325,0.316,0.324,0.323,0.32,0.322,0.331,0.342,0.344,0.35,0.339,0.332,0.33,0.339,0.334,0.33,0.328,0.329,0.327,0.325,0.323,0.321,0.319,2011
DZA,Algeria,Implied PPP conversion rate,National currency per current international dollar,,3.537,3.7,3.553,3.651,3.762,3.821,3.81,3.931,4.308,4.808,6.006,9.13,10.942,12.106,14.957,19.019,23.047,24.233,23.213,25.438,30.452,29.638,29.551,31.353,33.799,37.931,40.681,42.059,47.706,42.01,48.124,55.386,59.058,60.925,61.425,62.023,62.424,63.287,63.098,2011
DZA,Algeria,Total investment,Percent of GDP,,32.586,30.83,31.091,31.329,29.229,27.682,27.919,25.041,23.504,25.449,24.097,29.412,27.58,24.099,29.488,30.17,26.473,22.44,27.146,28.717,25.013,26.754,30.804,30.337,33.305,31.334,29.946,34.388,37.493,46.809,41.655,36.116,36.504,41.596,43.534,44.111,44.125,44.294,44.377,2011
DZA,Algeria,Gross national savings,Percent of GDP,,30.432,28.024,26.014,26.789,31.868,31.733,24.115,24.526,20.168,20.33,26.278,34.533,30.221,25.65,25.198,24.852,29.131,29.601,25.258,28.758,41.713,39.65,38.484,43.316,46.333,51.861,54.646,57.025,57.58,47.107,49.184,46.075,42.408,47.68,48.067,47.89,47.563,47.896,47.6,2011
DZA,Algeria,"Inflation, average consumer prices",Index,,8.975,10.286,10.964,11.823,12.569,13.88,15.824,16.751,17.746,19.373,21.17,26.652,35.101,42.297,54.563,70.823,84.067,88.859,93.258,95.682,95.969,100,101.43,105.75,109.95,111.47,114.05,118.24,123.98,131.1,136.23,142.39,155.048,162.801,170.127,176.932,184.009,191.37,199.024,2011
DZA,Algeria,"Inflation, average consumer prices",Percent change,,9.668,14.61,6.593,7.835,6.31,10.432,14.007,5.857,5.938,9.172,9.272,25.9,31.7,20.5,29,29.8,18.7,5.7,4.95,2.6,0.3,4.2,1.43,4.259,3.972,1.382,2.315,3.674,4.855,5.743,3.913,4.522,8.89,5,4.5,4,4,4,4,2011
DZA,Algeria,"Inflation, end of period consumer prices",Index,,7.146,7.62,8.02,9.038,10.002,11.248,12.585,12.984,14.105,15.617,23.015,28.884,36.972,42.924,59.45,72.41,83.344,88.345,91.79,92.903,93.023,100,98.5,102.401,104.428,106.161,110.237,115.531,121.148,128.12,132.691,139.538,152.138,159.745,166.083,173.089,180.48,188.441,196.754,2011
DZA,Algeria,"Inflation, end of period consumer prices",Percent change,,14.143,6.632,5.251,12.695,10.662,12.458,11.891,3.168,8.637,10.718,47.373,25.5,28,16.1,38.5,21.8,15.1,6,3.9,1.212,0.129,7.5,-1.5,3.96,1.98,1.66,3.839,4.803,4.862,5.755,3.567,5.16,9.03,5,3.968,4.218,4.27,4.411,4.411,2011
DZA,Algeria,Six-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,Algeria,Volume of imports of goods and services,Percent change,,5.047,--,16.3,-1.7,6.2,5.7,-22,-28.7,3.4,16.8,-9,-17.9,4.6,-6.7,6.1,2,-13.3,2.4,6.5,1.8,7.6,11.2,23.2,5.1,12.5,6.4,-1.5,11.9,15.4,12.8,4.5,-6.4,8.043,-4.816,2.666,0.112,0.838,0.97,2.924,2011
DZA,Algeria,Volume of Imports of goods,Percent change,,10.784,11.563,1.253,-1.029,0.093,1.977,-23.611,-23.997,-1.42,23.733,97.622,-21.429,5.959,-5.881,5.274,3.014,-15.93,0.138,7.111,-0.454,10.448,10.778,28.391,4.048,12.843,4.194,-0.734,9.078,12.84,11.026,5.005,-4.467,8.394,-4.492,2.838,0.112,0.587,1.136,3.086,2011
DZA,Algeria,Volume of exports of goods and services,Percent change,,-14.588,--,0.3,10.2,6.2,2.6,-0.3,6,0.4,8,3.4,-0.9,3.9,-1.9,-3.4,6.3,7.1,6.3,4.7,6,6.4,-2.6,5.5,7.5,3.2,5.9,-2.2,-1,-2.6,-10.2,0.1,-2.8,-4.435,0.108,0.563,0.954,1.277,1.231,1.219,2011
DZA,Algeria,Volume of exports of goods,Percent change,,-2.487,-1.787,-0.458,3.694,3.351,5.163,-13.634,-9.653,-1.245,6.649,6.242,-0.341,1.918,-2.161,-5.277,7.429,8.099,4.229,5.134,7.456,8.076,-3.124,3.348,8.035,3.861,6.226,-1.542,-1.053,-2.293,-12.034,0.449,-1.775,-3.911,-0.016,0.217,0.605,0.952,1.012,1.01,2011
DZA,Algeria,Value of oil imports,U.S. dollars,Billions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
DZA,Algeria,Value of oil exports,U.S. dollars,Billions,12.971,13.066,11.156,9.654,9.776,9.668,5.143,6.517,5.283,9.16,12.35,11.97,10.98,9.88,8.61,9.728,12.65,13.18,9.77,11.91,21.062,18.532,18.109,23.99,31.55,45.54,53.61,59.61,77.192,44.411,56.143,71.657,70.568,68.844,65.475,62.867,61.31,60.671,60.362,2011
DZA,Algeria,Unemployment rate,Percent of total labor force,,15.789,15.385,15,14.286,16.536,16.901,18.356,20.056,21.801,20.679,19.757,20.263,21.368,23.152,24.362,28.105,27.986,27.961,28.021,29.293,29.496,27.306,25.664,23.716,17.656,15.265,12.512,13.793,11.333,10.167,9.961,9.971,9.666,9.311,8.954,8.595,8.235,7.874,7.511,2011
DZA,Algeria,Employment,Persons,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,Algeria,Population,Persons,Millions,18.666,19.246,19.864,20.516,21.175,22.2,22.8,23.4,24.1,24.7,25.022,25.643,26.271,26.894,27.496,28.06,28.566,29.045,29.507,29.965,30.506,30.954,31.414,31.885,32.366,32.855,33.351,33.858,34.373,34.895,35.423,35.954,36.494,37.041,37.597,38.161,38.733,39.314,39.904,2011
DZA,Algeria,General government revenue,National currency,Billions,,,,,,,,,,,160.2,272.4,316.8,320.1,434.161,600.847,825.157,926.668,774.511,972.78,1578.16,1479.1,1603.28,1947.44,2215.17,3082.67,3639.91,3687.85,5190.62,3676.06,4393.34,5790.13,6375.12,6518.97,6684.57,6979.12,7287.93,7734.24,8006.63,2011
DZA,Algeria,General government revenue,Percent of GDP,,,,,,,,,,,,28.896,31.596,29.478,26.905,29.189,29.968,32.107,33.331,27.363,29.948,38.272,34.991,35.449,37.078,36.024,40.765,42.748,39.372,46.859,36.736,36.507,39.984,39.561,37.336,36,35.218,34.498,34.048,33.328,2011
DZA,Algeria,General government total expenditure,National currency,Billions,,,,,,,,,,,142.54,239.63,308.724,390.484,461.895,589.085,724.609,845.196,875.739,1034.32,1178.12,1321.03,1550.65,1691.35,1891.77,2052.04,2454.39,3114.24,4191.23,4220.96,4439.85,5853.48,6804.32,6728.38,7080.54,7357.58,7706.09,8111.08,8495.79,2011
DZA,Algeria,General government total expenditure,Percent of GDP,,,,,,,,,,,,25.711,27.795,28.727,32.821,31.054,29.381,28.195,30.401,30.939,31.843,28.571,31.251,34.285,32.202,30.765,27.136,28.825,33.248,37.837,42.181,36.893,40.422,42.224,38.536,38.132,37.128,36.477,35.707,35.364,2011
DZA,Algeria,General government net lending/borrowing,National currency,Billions,,,,,,,,,,,17.66,32.77,8.076,-70.384,-27.734,11.762,100.548,81.472,-101.228,-61.54,400.037,158.076,52.638,256.083,323.396,1030.64,1185.52,573.609,999.386,-544.895,-46.51,-63.353,-429.205,-209.416,-395.971,-378.467,-418.157,-376.847,-489.159,2011
DZA,Algeria,General government net lending/borrowing,Percent of GDP,,,,,,,,,,,,3.185,3.801,0.751,-5.916,-1.865,0.587,3.912,2.93,-3.576,-1.895,9.701,3.74,1.164,4.876,5.259,13.629,13.923,6.124,9.022,-5.445,-0.386,-0.437,-2.663,-1.199,-2.133,-1.91,-1.979,-1.659,-2.036,2011
DZA,Algeria,General government structural balance,National currency,Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,Algeria,General government structural balance,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,Algeria,General government primary net lending/borrowing,National currency,Billions,,,,,,,,,,,26.66,48.37,31.176,-43.384,13.354,51.304,177.106,163.147,-37.685,34.25,522.273,245.012,124.589,300.871,316.984,1013.14,1170.24,565.668,975.49,-593.362,-99.793,-242.934,-579.34,-318.124,-514.086,-506.207,-556.172,-525.563,-648.768,2011
DZA,Algeria,General government primary net lending/borrowing,Percent of GDP,,,,,,,,,,,,4.809,5.611,2.901,-3.647,0.898,2.559,6.891,5.868,-1.331,1.054,12.666,5.796,2.755,5.728,5.155,13.398,13.744,6.039,8.806,-5.93,-0.829,-1.678,-3.595,-1.822,-2.769,-2.554,-2.633,-2.314,-2.701,2011
DZA,Algeria,General government net debt,National currency,Billions,,,,,,,,,,,0,671.029,676.259,880.727,1463.25,2329.7,2522.4,1942.11,2062.39,2664.14,2590.11,2213.83,2197.68,1770.67,1544.01,215.52,-647.08,-1959.09,-3386.37,-3270.75,-3508.88,-3777.73,-4219.6,-4693.67,-4902.08,-5150.93,-5398.07,-5678.55,-5829.14,2011
DZA,Algeria,General government net debt,Percent of GDP,,,,,,,,,,,,0,77.834,62.926,74.028,98.376,116.195,98.148,69.855,72.863,82.019,62.813,52.372,48.591,33.712,25.109,2.85,-7.599,-20.916,-30.571,-32.685,-29.157,-26.087,-26.185,-26.882,-26.4,-25.993,-25.552,-24.998,-24.264,2011
DZA,Algeria,General government gross debt,National currency,Billions,,,,,,,,,,,0,671.029,676.259,880.727,1463.25,2329.7,2522.4,1942.11,2062.39,2664.14,2590.11,2462.86,2473.21,2339.12,2265.7,2058.22,2283.98,1256.41,893.663,1045.7,1333.94,1603.97,1595.45,1565.19,1559.62,1554.54,1546.3,1541.33,1535.82,2011
DZA,Algeria,General government gross debt,Percent of GDP,,,,,,,,,,,,0,77.834,62.926,74.028,98.376,116.195,98.148,69.855,72.863,82.019,62.813,58.264,54.683,44.535,36.846,27.218,26.824,13.414,8.068,10.45,11.084,11.076,9.9,8.964,8.399,7.844,7.32,6.785,6.393,2011
DZA,Algeria,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,,,,,,,,,,,554.4,862.132,1074.7,1189.72,1487.4,2004.99,2570,2780.2,2830.49,3248.2,4123.5,4227.1,4522.8,5252.3,6149.1,7562,8514.8,9366.6,11077.1,10006.8,12034.4,14481,16114.85,17460.1,18568.33,19816.98,21125.66,22715.72,24023.76,2011
DZA,Algeria,Current account balance,U.S. dollars,Billions,0.242,-0.209,-0.436,-0.085,0.074,1.015,-2.23,0.141,-1.9,-1.033,1.35,2.39,1.29,0.81,-1.839,-2.237,1.248,3.45,-0.91,0.02,9.142,7.06,4.359,8.808,11.116,21.183,28.95,30.6,34.452,0.411,12.131,19.797,12.269,12.807,9.617,8.096,7.552,8.122,7.685,2011
DZA,Algeria,Current account balance,Percent of GDP,,0.571,-0.472,-0.973,-0.179,0.144,1.66,-3.623,0.223,-3.678,-1.965,2.181,5.121,2.621,1.589,-4.334,-5.318,2.658,7.161,-1.888,0.041,16.699,12.896,7.68,12.979,13.028,20.526,24.7,22.637,20.087,0.298,7.498,9.96,5.904,6.084,4.532,3.779,3.439,3.601,3.223,2011
AGO,Angola,"Gross domestic product, constant prices",National currency,Billions,337.085,322.253,322.253,335.788,355.935,368.393,379.076,394.553,418.735,418.909,404.456,408.466,384.619,292.374,296.29,340.733,408.88,431.368,431.368,445.344,458.758,473.172,541.935,559.864,622.473,750.784,906.46,1111.26,1264.8,1295.32,1339.46,1391.95,1509.06,1602.32,1718.73,1839.31,1962.11,2016.46,2138.3,2011
AGO,Angola,"Gross domestic product, constant prices",Percent change,,2.406,-4.4,0,4.2,6,3.5,2.9,4.083,6.129,0.042,-3.45,0.991,-5.838,-23.983,1.339,15,20,5.5,0,3.24,3.012,3.142,14.532,3.308,11.183,20.613,20.735,22.593,13.817,2.413,3.408,3.919,8.413,6.18,7.266,7.016,6.676,2.77,6.042,2011
AGO,Angola,"Gross domestic product, current prices",National currency,Billions,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.001,0.013,0.77,1.615,2.356,15.826,84.488,181.676,458.66,959.693,1522.69,2460.83,3358.54,4636.8,6316.16,5988.68,7579.55,9780.1,11328.51,12206.35,13506.11,14921.16,16506.16,17640.72,19652.48,2011
AGO,Angola,"Gross domestic product, current prices",U.S. dollars,Billions,5.003,4.682,4.682,4.88,5.173,6.373,5.966,6.82,7.398,8.606,9.473,9.183,7.08,5.139,3.742,4.67,6.024,7.074,5.997,5.671,8.42,8.236,10.495,12.863,18.249,28.234,41.789,60.449,84.178,75.492,82.471,104.116,118.719,125.609,134.936,144.731,155.442,161.288,174.448,2011
AGO,Angola,"Gross domestic product, deflator",Index,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.004,0.188,0.374,0.546,3.554,18.417,38.395,84.634,171.415,244.619,327.767,370.512,417.257,499.38,462.332,565.866,702.62,750.702,761.794,785.818,811.236,841.245,874.835,919.071,2011
AGO,Angola,"Gross domestic product per capita, constant prices",National currency,Units,44705.46,41613.73,40541.21,41166.2,42512.26,39047.02,39063.29,39645,40965.23,39888.3,37510.79,36850.84,33754.26,24959.96,24605.31,27525.4,31879.83,32685.23,31763.97,31869.49,31894.99,31960.69,35563.3,35693.87,38555.55,45178.99,53043.47,63301.46,70184.82,70024.83,70301.96,70928.93,74656.66,76961.69,80148.89,83273.56,86245.86,86053.33,88594.87,2000
AGO,Angola,"Gross domestic product per capita, current prices",National currency,Units,--,--,--,--,--,--,--,--,--,--,--,--,--,0.002,0.047,1.023,60.041,122.341,173.461,1132.56,5874.02,12271.43,30098.51,61184.76,94314.2,148081.9,196532.34,264129.95,350489.11,323747.17,397815.09,498360.9,560449.16,586289.6,629824.15,675545.3,725538.91,752824.57,814249.44,2000
AGO,Angola,"Gross domestic product per capita, current prices",U.S. dollars,Units,663.523,604.663,589.079,598.236,617.805,675.461,614.838,685.29,723.787,819.492,878.595,828.437,621.356,438.674,310.73,377.236,469.658,536.034,441.584,405.834,585.385,556.33,688.688,820.102,1130.34,1698.98,2445.4,3443.4,4671.11,4081.11,4328.51,5305.39,5873.32,6033.18,6292.4,6552.61,6832.55,6883.02,7227.79,2000
AGO,Angola,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO,Angola,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,12.775,13.357,14.172,15.351,16.883,18.003,18.935,20.28,22.262,23.112,23.176,24.235,23.361,18.151,18.782,22.049,26.963,28.948,29.275,30.668,32.275,34.042,39.62,41.792,47.684,55.315,68.942,86.971,101.183,104.528,109.534,116.253,128.288,138.457,151.468,165.361,180.074,189.038,204.709,2011
AGO,Angola,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,1694.21,1724.83,1782.88,1881.96,2016.49,1908.19,1951.19,2037.72,2177.91,2200.74,2149.43,2186.45,2050.21,1549.55,1559.72,1781.17,2102.24,2193.39,2155.65,2194.64,2243.93,2299.36,2599.98,2664.4,2953.53,3328.61,4034.31,4954.2,5614.74,5650.77,5748.94,5923.85,6346.74,6650.29,7063.35,7486.61,7915.28,8067.25,8481.57,2000
AGO,Angola,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.113,0.106,0.105,0.107,0.108,0.108,0.107,0.108,0.109,0.105,0.099,0.098,0.084,0.062,0.061,0.068,0.079,0.08,0.078,0.078,0.076,0.077,0.086,0.085,0.09,0.097,0.112,0.13,0.144,0.149,0.146,0.147,0.154,0.159,0.164,0.168,0.172,0.169,0.172,2011
AGO,Angola,Implied PPP conversion rate,National currency per current international dollar,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.001,0.029,0.056,0.08,0.516,2.618,5.337,11.576,22.964,31.933,44.488,48.715,53.314,62.423,57.293,69.198,84.128,88.305,88.16,89.168,90.234,91.663,93.319,96.002,2011
AGO,Angola,Total investment,Percent of GDP,,21.2,22.995,26.088,21.653,21.594,16.528,16.593,16.454,12.82,12.753,7.335,16.331,28.028,28.756,27.954,30.361,37.733,27.696,38.278,31.315,13.821,14.575,13.669,13.772,9.91,8.779,15.361,13.505,16.219,15.229,12.658,11.398,13.55,15.957,14.449,13.873,13.429,13.46,13.518,2011
AGO,Angola,Gross national savings,Percent of GDP,,23.494,20.044,16.48,15.212,19.159,15.643,7.179,18.778,3.557,12.062,7.331,15.094,19.756,19.16,21.41,18.231,32.817,15.146,6.914,0.106,25.766,-2.786,12.206,8.148,13.647,26.975,40.991,33.449,26.545,5.299,20.762,23.965,23.107,19.412,15.726,13.513,10.771,10.253,10.693,2011
AGO,Angola,"Inflation, average consumer prices",Index,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.001,0.027,0.088,0.183,0.636,2.705,6.832,14.272,28.307,40.637,49.968,56.616,63.551,71.472,81.278,93.047,105.594,116.452,127.392,138.131,148.602,159.273,170.423,182.352,2012
AGO,Angola,"Inflation, average consumer prices",Percent change,,46.708,1.391,1.833,1.833,1.833,1.833,1.833,1.833,1.833,1.833,1.833,85.265,299.097,1379.48,949.771,2672.23,4146.01,221.492,107.429,248.248,325.029,152.586,108.893,98.342,43.559,22.961,13.305,12.249,12.465,13.721,14.48,13.484,10.283,9.395,8.43,7.581,7.181,7,7,2012
AGO,Angola,"Inflation, end of period consumer prices",Index,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.003,0.047,0.118,0.278,1.194,4.397,9.5,19.531,34.514,45.217,53.596,60.139,67.221,76.074,86.714,100,111.376,121.422,132.593,142.936,153.513,164.259,175.757,188.06,2012
AGO,Angola,"Inflation, end of period consumer prices",Percent change,,,1.833,1.833,1.833,1.833,1.833,1.833,1.833,1.833,1.833,1.833,175.72,495.793,1837.87,971.954,3783.92,1650.83,149.621,134.809,329.001,268.35,116.068,105.59,76.711,31.013,18.53,12.207,11.776,13.17,13.987,15.322,11.376,9.021,9.2,7.8,7.4,7,7,7,2012
AGO,Angola,Six-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO,Angola,Volume of imports of goods and services,Percent change,,-39,17.3,1.7,-2.7,2.2,-9.4,-6.5,-1.5,26.9,-22,-15.8,-3.886,21.141,-19.125,-26.769,27.968,27.764,8.432,-5.44,26.806,3.965,13.854,-6.072,12.822,17.578,39.778,0.774,47.881,45.202,7.013,-21.344,9.506,14.76,12.571,5.165,4.745,5.963,2.289,1.27,2012
AGO,Angola,Volume of Imports of goods,Percent change,,-5,-3.3,-21.5,-17.4,30.4,-14.5,-25.7,16.8,2.1,-5.6,12.9,-14.257,42.589,-23.32,-19.574,15.717,11.645,39.356,-15.434,56.08,1.023,2.037,5.055,32.312,3.553,40.592,-1.547,42.525,36.04,19.14,-31.681,7.242,11.46,20.897,8.186,6.952,8.002,3.329,7.424,2012
AGO,Angola,Volume of exports of goods and services,Percent change,,-3,8,-12.9,4.6,12.5,-5.9,-33.8,54.3,7,2.7,14.6,0.186,8.359,-8.275,8.236,12.24,10.698,6.02,2.536,1.426,1.624,-2.578,23.562,-2.924,14.234,31.669,14.251,17.478,10.116,-2.631,-3.237,-3.117,4.305,4.12,4.555,4.134,3.161,3.151,2.957,2012
AGO,Angola,Volume of exports of goods,Percent change,,,,,,,,,,,,,,,,,,,,2.536,1.426,1.624,-2.578,23.562,-2.924,14.234,31.669,9.97,22.12,10.307,-3.61,-3.425,-2.509,4.465,3.946,4.485,4.041,3.067,3.068,2.946,2012
AGO,Angola,Value of oil imports,U.S. dollars,Billions,0.354,0.384,0.333,0.297,0.407,0.366,0.284,0.34,0.358,0.35,0.412,0.352,0.519,0.382,0.38,0.484,0.533,0.678,0.543,0.812,0.794,0.831,0.982,1.432,1.524,2.554,2.676,4.508,5.713,4.326,3.158,3.371,3.571,3.711,3.878,4.035,4.156,4.281,4.409,2012
AGO,Angola,Value of oil exports,U.S. dollars,Billions,1.408,1.361,1.261,1.544,1.77,1.97,1.209,2.083,2.205,2.688,3.65,3.277,3.616,2.867,2.935,3.575,4.827,4.56,3.046,4.477,7.034,5.758,7.629,8.633,12.591,22.854,30.504,44.478,63.956,39.878,48.528,64.817,70.884,68.279,67.942,67.65,67.485,68.251,70.284,2012
AGO,Angola,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO,Angola,Employment,Persons,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO,Angola,Population,Persons,Millions,7.54,7.744,7.949,8.157,8.373,9.435,9.704,9.952,10.222,10.502,10.782,11.084,11.395,11.714,12.042,12.379,12.826,13.198,13.58,13.974,14.383,14.805,15.239,15.685,16.145,16.618,17.089,17.555,18.021,18.498,19.053,19.625,20.213,20.82,21.444,22.088,22.75,23.433,24.136,2000
AGO,Angola,General government revenue,National currency,Billions,,,,,,,,,,,,,,,,,,,,,48.051,90.32,190.836,394.898,609.686,1085.84,1685.03,2124.71,3217.43,2069.73,3295.49,4776.15,5039.76,4925.78,5137.26,5284.9,5639.62,5446.54,6122.52,2012
AGO,Angola,General government revenue,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,52.42,45.822,35.079,37.304,37.157,44.125,50.172,45.823,50.94,34.561,43.479,48.835,44.487,40.354,38.037,35.419,34.167,30.875,31.154,2012
AGO,Angola,General government total expenditure,National currency,Billions,,,,,,,,,,,,,,,,,,,,,45.484,82.661,207.753,457.154,586.399,854.785,1288.35,1908.84,3498.79,2510.2,2875.23,3773.93,4078.56,5069.8,5390.43,5667.19,5985.3,6297.74,6876.18,2012
AGO,Angola,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,49.619,41.937,38.189,43.185,35.738,34.736,38.36,41.167,55.394,41.916,37.934,38.588,36.003,41.534,39.911,37.981,36.261,35.7,34.989,2012
AGO,Angola,General government net lending/borrowing,National currency,Billions,,,,,,,,,,,,,,,,,,,,,2.567,7.658,-16.917,-62.256,23.287,231.059,396.677,215.87,-281.356,-440.464,420.263,1002.22,961.2,-144.016,-253.167,-382.29,-345.682,-851.197,-753.661,2012
